登記案號,序號,分事務所地址,網站連結
098法登他000008,1,高雄市三民區博愛一路372號5樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/RdqbmZppZQS54UwUAA2dTshNKVKMfLOqDi29STia0GrCna4kozVxuLL2fmE=
098法登他000014,1,高雄市自強一路二十二號五樓之二,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Nhytre0rmF3cYcz0BgHTa-9efNHumiGHA8FbF-8mHDzv0hnJSKK8iQ_49rA=
098法登他000037,1,台北市大安區光復南路574之1號7樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/R0q1cdYIxSi9IrWY6Tm-GPs0Icz5gnJKH4HiMTmeUOVqfrLuSbIdI6MguFo=
098法登他000037,2,新竹縣竹北市光明六路259號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/VWQFtlmsC3zXAzc_9wO9ISCeOO2uLaYKgVGbPO5cn3r4vIe_ESqlCNbkr-8=
098法登他000070,1,"台北市信義路3段162之 24號6樓",https://aomp109.judicial.gov.tw/judbp/whd6k/q/LbMiOZOA5fce71YHbQsO1Wgp2mSuudpj37LINlm_aoXS16ciGzd7HW87-A==
098法登他000070,2,台中市工業區三十七路25號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/fmptR-_1dhxAQHTSF0d1yxdOLpZE9H4GmivsWV3Ont_eHNjYqXQkwy8DJw==
098法登他000146,1,高雄市新興區中正三路28號9樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/ZzIoYkEVGwY9PO5_4LLgQS5_RYFQQPq2EzIqwpRFIpjG7TqsXrHlIpM1kMc=
098法登他000154,1,高雄縣六龜鄉新寮村三民路81之6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/cz1TIR58i4aH3Re8Oe-uPwXJ1LvghYO3oz8KMxMG8sO768XZd_qIFfu5BHw=
098法登他000201,1,高雄市左營區文學路585號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/Y0GwtHbIEWx6phZKrxNQZaD3mvfSwSus7a7ANJvEYqe5UlPBZzh5xPmuExo=
098法登他000208,1,高雄市苓雅區中正一路305號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/4s5qs6g70MyU_lkPQ422enY5g16Eypz92w2Q8UH1-eNG4MkaMMmg5877Jbc=
098法登他000209,1,高雄市苓雅區中正一路305號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/e4N1TaNTxVcC7hrSjrwvJcuiagwsblhnvPgKjEn5FscN5LNOI4CGszVXo4M=
098法登他000270,1,高雄市三民區九如二路583號11樓,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WtD8jrjlPWiHyc74ykrTvMEvvtiTuL4GLb_NhALXlUTa9B1Gprxvznw9TOg=
098法登他000270,2,高雄縣鳳山市濱山街6之6號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/WIWBLqucbiv5e-uY1VWE8rDDZCZ_XelqfY0b36lT1muvM8o8cIsPpLfVmTc=
098法登他000280,1,"台北市信義路3段162之 24號6樓",https://aomp109.judicial.gov.tw/judbp/whd6k/q/zoH6aXmz8OQ8oj1fRYgKeu2x7W9dLmtLtiFHfFJ5C1GNiwrimrSBBYBM4A==
098法登他000280,2,台中市工業區三十七路25號,https://aomp109.judicial.gov.tw/judbp/whd6k/q/5TTHJWmYH4vLyuuKemsuUSzxK57tzE6Ja5BkNwmTzJRA4-arPEnHQwTc6w==
